DATE,BOROUGH,POPULATION,POPULATION PERCENTAGE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN,TSUN
2006 / 09,Bronx,1332650,16.64,0.8,93.9,0,19.21,22.82,15.59,
2006 / 10,Bronx,1332650,16.64,2.4,179.6,0,13.47,17.39,9.56,
2006 / 11,Bronx,1332650,16.64,2.3,186.4,0,11.06,14.12,8.01,
2006 / 12,Bronx,1332650,16.64,2.7,54.5,0,6.46,9.72,3.19,
2006 / 01,Brooklyn,2465326,30.78,3.3,126.8,51,4.93,8.64,1.23,
2006 / 02,Brooklyn,2465326,30.78,3.8,73.1,683,2.07,5.78,-1.63,
2006 / 03,Brooklyn,2465326,30.78,3.5,20.3,33,6.15,10.33,1.98,
2006 / 04,Brooklyn,2465326,30.78,3,141.2,3,13.15,18.48,7.82,
2006 / 05,Brooklyn,2465326,30.78,2.8,117.5,0,17.27,21.97,12.57,
2006 / 06,Brooklyn,2465326,30.78,2.4,217.1,0,21.66,25.39,17.93,
2006 / 07,Brooklyn,2465326,30.78,2.1,156.6,0,25.52,29.54,21.51,
2006 / 08,Brooklyn,2465326,30.78,1.4,154.5,0,24.32,28.25,20.38,
2006 / 09,Brooklyn,2465326,30.78,0.8,93.9,0,19.21,22.82,15.59,
2006 / 10,Brooklyn,2465326,30.78,2.4,179.6,0,13.47,17.39,9.56,
2006 / 11,Brooklyn,2465326,30.78,2.3,186.4,0,11.06,14.12,8.01,
2006 / 12,Brooklyn,2465326,30.78,2.7,54.5,0,6.46,9.72,3.19,
2006 / 01,Manhattan,1537195,19.2,3.3,126.8,51,4.93,8.64,1.23,
2006 / 02,Manhattan,1537195,19.2,3.8,73.1,683,2.07,5.78,-1.63,
2006 / 03,Manhattan,1537195,19.2,3.5,20.3,33,6.15,10.33,1.98,
2006 / 04,Manhattan,1537195,19.2,3,141.2,3,13.15,18.48,7.82,
2006 / 05,Manhattan,1537195,19.2,2.8,117.5,0,17.27,21.97,12.57,
2006 / 06,Manhattan,1537195,19.2,2.4,217.1,0,21.66,25.39,17.93,
2006 / 07,Manhattan,1537195,19.2,2.1,156.6,0,25.52,29.54,21.51,
2006 / 08,Manhattan,1537195,19.2,1.4,154.5,0,24.32,28.25,20.38,
2006 / 09,Manhattan,1537195,19.2,0.8,93.9,0,19.21,22.82,15.59,
2006 / 10,Manhattan,1537195,19.2,2.4,179.6,0,13.47,17.39,9.56,
2006 / 11,Manhattan,1537195,19.2,2.3,186.4,0,11.06,14.12,8.01,
2006 / 12,Manhattan,1537195,19.2,2.7,54.5,0,6.46,9.72,3.19,
2006 / 01,Queens,2229379,27.84,3.3,126.8,51,4.93,8.64,1.23,
2006 / 02,Queens,2229379,27.84,3.8,73.1,683,2.07,5.78,-1.63,
2006 / 03,Queens,2229379,27.84,3.5,20.3,33,6.15,10.33,1.98,
2006 / 04,Queens,2229379,27.84,3,141.2,3,13.15,18.48,7.82,
2006 / 05,Queens,2229379,27.84,2.8,117.5,0,17.27,21.97,12.57,
2006 / 06,Queens,2229379,27.84,2.4,217.1,0,21.66,25.39,17.93,
2006 / 07,Queens,2229379,27.84,2.1,156.6,0,25.52,29.54,21.51,
2006 / 08,Queens,2229379,27.84,1.4,154.5,0,24.32,28.25,20.38,
2006 / 09,Queens,2229379,27.84,0.8,93.9,0,19.21,22.82,15.59,
2006 / 10,Queens,2229379,27.84,2.4,179.6,0,13.47,17.39,9.56,
2006 / 11,Queens,2229379,27.84,2.3,186.4,0,11.06,14.12,8.01,
2006 / 12,Queens,2229379,27.84,2.7,54.5,0,6.46,9.72,3.19,
2006 / 01,Staten Island,443728,5.54,3.3,126.8,51,4.93,8.64,1.23,
2006 / 02,Staten Island,443728,5.54,3.8,73.1,683,2.07,5.78,-1.63,
2006 / 03,Staten Island,443728,5.54,3.5,20.3,33,6.15,10.33,1.98,
2006 / 04,Staten Island,443728,5.54,3,141.2,3,13.15,18.48,7.82,
2006 / 05,Staten Island,443728,5.54,2.8,117.5,0,17.27,21.97,12.57,
2006 / 06,Staten Island,443728,5.54,2.4,217.1,0,21.66,25.39,17.93,
2006 / 07,Staten Island,443728,5.54,2.1,156.6,0,25.52,29.54,21.51,
2006 / 08,Staten Island,443728,5.54,1.4,154.5,0,24.32,28.25,20.38,
2006 / 09,Staten Island,443728,5.54,0.8,93.9,0,19.21,22.82,15.59,
2006 / 10,Staten Island,443728,5.54,2.4,179.6,0,13.47,17.39,9.56,
2006 / 11,Staten Island,443728,5.54,2.3,186.4,0,11.06,14.12,8.01,
2006 / 12,Staten Island,443728,5.54,2.7,54.5,0,6.46,9.72,3.19,
2007 / 01,Bronx,1332650,16.64,2.7,92.5,67,3.04,6.43,-0.35,
2007 / 02,Bronx,1332650,16.64,3.4,50.5,96,-2.08,1.39,-5.55,
2007 / 03,Bronx,1332650,16.64,2.8,136.1,153,5.68,10.51,0.84,
2007 / 04,Bronx,1332650,16.64,2.7,331.6,0,10.19,14.41,5.96,
2007 / 05,Bronx,1332650,16.64,2,47.7,0,18.46,24.05,12.87,
2007 / 06,Bronx,1332650,16.64,1.8,166.6,0,21.87,26.43,17.31,
2007 / 07,Bronx,1332650,16.64,1.7,175.2,0,23.88,27.95,19.8,
2007 / 08,Bronx,1332650,16.64,1.7,182.4,0,23.35,27.45,19.25,
2007 / 09,Bronx,1332650,16.64,1.7,45.9,0,21.26,25.55,16.97,
2007 / 10,Bronx,1332650,16.64,1.9,118.4,0,17.55,21.42,13.69,
2007 / 11,Bronx,1332650,16.64,2.2,88.4,0,7.45,10.87,4.03,
2007 / 12,Bronx,1332650,16.64,2.7,132.6,74,2.75,5.32,0.18,
2007 / 01,Brooklyn,2465326,30.78,2.7,92.5,67,3.04,6.43,-0.35,
2007 / 02,Brooklyn,2465326,30.78,3.4,50.5,96,-2.08,1.39,-5.55,
2007 / 03,Brooklyn,2465326,30.78,2.8,136.1,153,5.68,10.51,0.84,
2007 / 04,Brooklyn,2465326,30.78,2.7,331.6,0,10.19,14.41,5.96,
2007 / 05,Brooklyn,2465326,30.78,2,47.7,0,18.46,24.05,12.87,
2007 / 06,Brooklyn,2465326,30.78,1.8,166.6,0,21.87,26.43,17.31,
2007 / 07,Brooklyn,2465326,30.78,1.7,175.2,0,23.88,27.95,19.8,
2007 / 08,Brooklyn,2465326,30.78,1.7,182.4,0,23.35,27.45,19.25,
2007 / 09,Brooklyn,2465326,30.78,1.7,45.9,0,21.26,25.55,16.97,
2007 / 10,Brooklyn,2465326,30.78,1.9,118.4,0,17.55,21.42,13.69,
2007 / 11,Brooklyn,2465326,30.78,2.2,88.4,0,7.45,10.87,4.03,
2007 / 12,Brooklyn,2465326,30.78,2.7,132.6,74,2.75,5.32,0.18,
2007 / 01,Manhattan,1537195,19.2,2.7,92.5,67,3.04,6.43,-0.35,
2007 / 02,Manhattan,1537195,19.2,3.4,50.5,96,-2.08,1.39,-5.55,
2007 / 03,Manhattan,1537195,19.2,2.8,136.1,153,5.68,10.51,0.84,
2007 / 04,Manhattan,1537195,19.2,2.7,331.6,0,10.19,14.41,5.96,
2007 / 05,Manhattan,1537195,19.2,2,47.7,0,18.46,24.05,12.87,
2007 / 06,Manhattan,1537195,19.2,1.8,166.6,0,21.87,26.43,17.31,
2007 / 07,Manhattan,1537195,19.2,1.7,175.2,0,23.88,27.95,19.8,
2007 / 08,Manhattan,1537195,19.2,1.7,182.4,0,23.35,27.45,19.25,
2007 / 09,Manhattan,1537195,19.2,1.7,45.9,0,21.26,25.55,16.97,
2007 / 10,Manhattan,1537195,19.2,1.9,118.4,0,17.55,21.42,13.69,
2007 / 11,Manhattan,1537195,19.2,2.2,88.4,0,7.45,10.87,4.03,
2007 / 12,Manhattan,1537195,19.2,2.7,132.6,74,2.75,5.32,0.18,
2007 / 01,Queens,2229379,27.84,2.7,92.5,67,3.04,6.43,-0.35,
2007 / 02,Queens,2229379,27.84,3.4,50.5,96,-2.08,1.39,-5.55,
2007 / 03,Queens,2229379,27.84,2.8,136.1,153,5.68,10.51,0.84,
2007 / 04,Queens,2229379,27.84,2.7,331.6,0,10.19,14.41,5.96,
2007 / 05,Queens,2229379,27.84,2,47.7,0,18.46,24.05,12.87,
2007 / 06,Queens,2229379,27.84,1.8,166.6,0,21.87,26.43,17.31,
2007 / 07,Queens,2229379,27.84,1.7,175.2,0,23.88,27.95,19.8,
2007 / 08,Queens,2229379,27.84,1.7,182.4,0,23.35,27.45,19.25,
2007 / 09,Queens,2229379,27.84,1.7,45.9,0,21.26,25.55,16.97,
2007 / 10,Queens,2229379,27.84,1.9,118.4,0,17.55,21.42,13.69,
2007 / 11,Queens,2229379,27.84,2.2,88.4,0,7.45,10.87,4.03,
2007 / 12,Queens,2229379,27.84,2.7,132.6,74,2.75,5.32,0.18,
2007 / 01,Staten Island,443728,5.54,2.7,92.5,67,3.04,6.43,-0.35,
2007 / 02,Staten Island,443728,5.54,3.4,50.5,96,-2.08,1.39,-5.55,
2007 / 03,Staten Island,443728,5.54,2.8,136.1,153,5.68,10.51,0.84,
2007 / 04,Staten Island,443728,5.54,2.7,331.6,0,10.19,14.41,5.96,
2007 / 05,Staten Island,443728,5.54,2,47.7,0,18.46,24.05,12.87,
2007 / 06,Staten Island,443728,5.54,1.8,166.6,0,21.87,26.43,17.31,
2007 / 07,Staten Island,443728,5.54,1.7,175.2,0,23.88,27.95,19.8,
2007 / 08,Staten Island,443728,5.54,1.7,182.4,0,23.35,27.45,19.25,
2007 / 09,Staten Island,443728,5.54,1.7,45.9,0,21.26,25.55,16.97,
2007 / 10,Staten Island,443728,5.54,1.9,118.4,0,17.55,21.42,13.69,
2007 / 11,Staten Island,443728,5.54,2.2,88.4,0,7.45,10.87,4.03,
2007 / 12,Staten Island,443728,5.54,2.7,132.6,74,2.75,5.32,0.18,
2008 / 01,Bronx,1332650,16.64,2.8,72.6,0,2.5,5.78,-0.78,
2008 / 02,Bronx,1332650,16.64,3.2,151.3,228,2.1,6.19,-1.99,
2008 / 03,Bronx,1332650,16.64,3.5,103.7,0,5.91,10.15,1.67,
2008 / 04,Bronx,1332650,16.64,3,70.3,0,12.75,17.51,7.98,
2008 / 05,Bronx,1332650,16.64,2.9,101.8,0,15.6,20.52,10.67,
2008 / 06,Bronx,1332650,16.64,2,119.4,0,23.33,28.11,18.56,
2008 / 07,Bronx,1332650,16.64,2.1,72.3,0,25.78,30.13,21.44,
2008 / 08,Bronx,1332650,16.64,2,141.8,0,23.22,28.12,18.33,
2008 / 09,Bronx,1332650,16.64,2.4,179,0,20.46,24.33,16.59,
2008 / 10,Bronx,1332650,16.64,2.5,92,0,12.86,16.85,8.86,
2008 / 11,Bronx,1332650,16.64,2.9,90,0,7.69,10.68,4.7,
2008 / 12,Bronx,1332650,16.64,3.6,168.2,153,3.39,7.16,-0.38,
2008 / 01,Brooklyn,2465326,30.78,2.8,72.6,0,2.5,5.78,-0.78,
2008 / 02,Brooklyn,2465326,30.78,3.2,151.3,228,2.1,6.19,-1.99,
2008 / 03,Brooklyn,2465326,30.78,3.5,103.7,0,5.91,10.15,1.67,
2008 / 04,Brooklyn,2465326,30.78,3,70.3,0,12.75,17.51,7.98,
2008 / 05,Brooklyn,2465326,30.78,2.9,101.8,0,15.6,20.52,10.67,
2008 / 06,Brooklyn,2465326,30.78,2,119.4,0,23.33,28.11,18.56,
2008 / 07,Brooklyn,2465326,30.78,2.1,72.3,0,25.78,30.13,21.44,
2008 / 08,Brooklyn,2465326,30.78,2,141.8,0,23.22,28.12,18.33,
2008 / 09,Brooklyn,2465326,30.78,2.4,179,0,20.46,24.33,16.59,
2008 / 10,Brooklyn,2465326,30.78,2.5,92,0,12.86,16.85,8.86,
2008 / 11,Brooklyn,2465326,30.78,2.9,90,0,7.69,10.68,4.7,
2008 / 12,Brooklyn,2465326,30.78,3.6,168.2,153,3.39,7.16,-0.38,
2008 / 01,Manhattan,1537195,19.2,2.8,72.6,0,2.5,5.78,-0.78,
2008 / 02,Manhattan,1537195,19.2,3.2,151.3,228,2.1,6.19,-1.99,
2008 / 03,Manhattan,1537195,19.2,3.5,103.7,0,5.91,10.15,1.67,
2008 / 04,Manhattan,1537195,19.2,3,70.3,0,12.75,17.51,7.98,
2008 / 05,Manhattan,1537195,19.2,2.9,101.8,0,15.6,20.52,10.67,
2008 / 06,Manhattan,1537195,19.2,2,119.4,0,23.33,28.11,18.56,
2008 / 07,Manhattan,1537195,19.2,2.1,72.3,0,25.78,30.13,21.44,
2008 / 08,Manhattan,1537195,19.2,2,141.8,0,23.22,28.12,18.33,
2008 / 09,Manhattan,1537195,19.2,2.4,179,0,20.46,24.33,16.59,
2008 / 10,Manhattan,1537195,19.2,2.5,92,0,12.86,16.85,8.86,
2008 / 11,Manhattan,1537195,19.2,2.9,90,0,7.69,10.68,4.7,
2008 / 12,Manhattan,1537195,19.2,3.6,168.2,153,3.39,7.16,-0.38,
2008 / 01,Queens,2229379,27.84,2.8,72.6,0,2.5,5.78,-0.78,
2008 / 02,Queens,2229379,27.84,3.2,151.3,228,2.1,6.19,-1.99,
2008 / 03,Queens,2229379,27.84,3.5,103.7,0,5.91,10.15,1.67,
2008 / 04,Queens,2229379,27.84,3,70.3,0,12.75,17.51,7.98,
2008 / 05,Queens,2229379,27.84,2.9,101.8,0,15.6,20.52,10.67,
2008 / 06,Queens,2229379,27.84,2,119.4,0,23.33,28.11,18.56,
2008 / 07,Queens,2229379,27.84,2.1,72.3,0,25.78,30.13,21.44,
2008 / 08,Queens,2229379,27.84,2,141.8,0,23.22,28.12,18.33,
2008 / 09,Queens,2229379,27.84,2.4,179,0,20.46,24.33,16.59,
2008 / 10,Queens,2229379,27.84,2.5,92,0,12.86,16.85,8.86,
2008 / 11,Queens,2229379,27.84,2.9,90,0,7.69,10.68,4.7,
2008 / 12,Queens,2229379,27.84,3.6,168.2,153,3.39,7.16,-0.38,
2008 / 01,Staten Island,443728,5.54,2.8,72.6,0,2.5,5.78,-0.78,
2008 / 02,Staten Island,443728,5.54,3.2,151.3,228,2.1,6.19,-1.99,
2008 / 03,Staten Island,443728,5.54,3.5,103.7,0,5.91,10.15,1.67,
2008 / 04,Staten Island,443728,5.54,3,70.3,0,12.75,17.51,7.98,
2008 / 05,Staten Island,443728,5.54,2.9,101.8,0,15.6,20.52,10.67,
2008 / 06,Staten Island,443728,5.54,2,119.4,0,23.33,28.11,18.56,
2008 / 07,Staten Island,443728,5.54,2.1,72.3,0,25.78,30.13,21.44,
2008 / 08,Staten Island,443728,5.54,2,141.8,0,23.22,28.12,18.33,
2008 / 09,Staten Island,443728,5.54,2.4,179,0,20.46,24.33,16.59,
2008 / 10,Staten Island,443728,5.54,2.5,92,0,12.86,16.85,8.86,
2008 / 11,Staten Island,443728,5.54,2.9,90,0,7.69,10.68,4.7,
2008 / 12,Staten Island,443728,5.54,3.6,168.2,153,3.39,7.16,-0.38,
2009 / 01,Bronx,1332650,16.64,3.3,75.7,228,-2.27,0.8,-5.34,
2009 / 02,Bronx,1332650,16.64,3.4,23.6,109,2.63,6.97,-1.72,
2009 / 03,Bronx,1332650,16.64,3.2,44.5,211,5.79,9.84,1.74,
2009 / 04,Bronx,1332650,16.64,3.2,119.1,0,12.51,17.16,7.85,
2009 / 05,Bronx,1332650,16.64,,131.3,0,16.93,21.41,12.46,
2009 / 06,Bronx,1332650,16.64,2.1,255.2,0,19.71,23.6,15.81,
2009 / 07,Bronx,1332650,16.64,2.2,180.5,0,22.58,26.89,18.27,
2009 / 08,Bronx,1332650,16.64,1.9,107.4,0,24.27,28.02,20.52,
2009 / 09,Bronx,1332650,16.64,2.6,57.6,0,19.06,22.79,15.33,
2009 / 10,Bronx,1332650,16.64,2.7,141.9,0,12.76,16.19,9.32,
2009 / 11,Bronx,1332650,16.64,3.1,41,0,10.63,13.67,7.59,
2009 / 12,Bronx,1332650,16.64,3.7,184.6,315,2.17,5.48,-1.14,
2009 / 01,Brooklyn,2465326,30.78,3.3,75.7,228,-2.27,0.8,-5.34,
2009 / 02,Brooklyn,2465326,30.78,3.4,23.6,109,2.63,6.97,-1.72,
2009 / 03,Brooklyn,2465326,30.78,3.2,44.5,211,5.79,9.84,1.74,
2009 / 04,Brooklyn,2465326,30.78,3.2,119.1,0,12.51,17.16,7.85,
2009 / 05,Brooklyn,2465326,30.78,,131.3,0,16.93,21.41,12.46,
2009 / 06,Brooklyn,2465326,30.78,2.1,255.2,0,19.71,23.6,15.81,
2009 / 07,Brooklyn,2465326,30.78,2.2,180.5,0,22.58,26.89,18.27,
2009 / 08,Brooklyn,2465326,30.78,1.9,107.4,0,24.27,28.02,20.52,
2009 / 09,Brooklyn,2465326,30.78,2.6,57.6,0,19.06,22.79,15.33,
2009 / 10,Brooklyn,2465326,30.78,2.7,141.9,0,12.76,16.19,9.32,
2009 / 11,Brooklyn,2465326,30.78,3.1,41,0,10.63,13.67,7.59,
2009 / 12,Brooklyn,2465326,30.78,3.7,184.6,315,2.17,5.48,-1.14,
2009 / 01,Manhattan,1537195,19.2,3.3,75.7,228,-2.27,0.8,-5.34,
2009 / 02,Manhattan,1537195,19.2,3.4,23.6,109,2.63,6.97,-1.72,
2009 / 03,Manhattan,1537195,19.2,3.2,44.5,211,5.79,9.84,1.74,
2009 / 04,Manhattan,1537195,19.2,3.2,119.1,0,12.51,17.16,7.85,
2009 / 05,Manhattan,1537195,19.2,,131.3,0,16.93,21.41,12.46,
2009 / 06,Manhattan,1537195,19.2,2.1,255.2,0,19.71,23.6,15.81,
2009 / 07,Manhattan,1537195,19.2,2.2,180.5,0,22.58,26.89,18.27,
2009 / 08,Manhattan,1537195,19.2,1.9,107.4,0,24.27,28.02,20.52,
2009 / 09,Manhattan,1537195,19.2,2.6,57.6,0,19.06,22.79,15.33,
2009 / 10,Manhattan,1537195,19.2,2.7,141.9,0,12.76,16.19,9.32,
2009 / 11,Manhattan,1537195,19.2,3.1,41,0,10.63,13.67,7.59,
2009 / 12,Manhattan,1537195,19.2,3.7,184.6,315,2.17,5.48,-1.14,
2009 / 01,Queens,2229379,27.84,3.3,75.7,228,-2.27,0.8,-5.34,
2009 / 02,Queens,2229379,27.84,3.4,23.6,109,2.63,6.97,-1.72,
2009 / 03,Queens,2229379,27.84,3.2,44.5,211,5.79,9.84,1.74,
2009 / 04,Queens,2229379,27.84,3.2,119.1,0,12.51,17.16,7.85,
2009 / 05,Queens,2229379,27.84,,131.3,0,16.93,21.41,12.46,
2009 / 06,Queens,2229379,27.84,2.1,255.2,0,19.71,23.6,15.81,
2009 / 07,Queens,2229379,27.84,2.2,180.5,0,22.58,26.89,18.27,
2009 / 08,Queens,2229379,27.84,1.9,107.4,0,24.27,28.02,20.52,
2009 / 09,Queens,2229379,27.84,2.6,57.6,0,19.06,22.79,15.33,
2009 / 10,Queens,2229379,27.84,2.7,141.9,0,12.76,16.19,9.32,
2009 / 11,Queens,2229379,27.84,3.1,41,0,10.63,13.67,7.59,
2009 / 12,Queens,2229379,27.84,3.7,184.6,315,2.17,5.48,-1.14,
2009 / 01,Staten Island,443728,5.54,3.3,75.7,228,-2.27,0.8,-5.34,
2009 / 02,Staten Island,443728,5.54,3.4,23.6,109,2.63,6.97,-1.72,
2009 / 03,Staten Island,443728,5.54,3.2,44.5,211,5.79,9.84,1.74,
2009 / 04,Staten Island,443728,5.54,3.2,119.1,0,12.51,17.16,7.85,
2009 / 05,Staten Island,443728,5.54,,131.3,0,16.93,21.41,12.46,
2009 / 06,Staten Island,443728,5.54,2.1,255.2,0,19.71,23.6,15.81,
2009 / 07,Staten Island,443728,5.54,2.2,180.5,0,22.58,26.89,18.27,
2009 / 08,Staten Island,443728,5.54,1.9,107.4,0,24.27,28.02,20.52,
2009 / 09,Staten Island,443728,5.54,2.6,57.6,0,19.06,22.79,15.33,
2009 / 10,Staten Island,443728,5.54,2.7,141.9,0,12.76,16.19,9.32,
2009 / 11,Staten Island,443728,5.54,3.1,41,0,10.63,13.67,7.59,
2009 / 12,Staten Island,443728,5.54,3.7,184.6,315,2.17,5.48,-1.14,
2010 / 01,Bronx,1385108,16.8,3.4,53,53,0.29,3.37,-2.79,
2010 / 02,Bronx,1385108,16.8,3.6,170.1,937,0.62,3.26,-2.02,
2010 / 03,Bronx,1385108,16.8,3.6,271.5,0,9,12.78,5.21,
2010 / 04,Bronx,1385108,16.8,2.8,76,0,14.37,19.61,9.13,
2010 / 05,Bronx,1385108,16.8,2.5,76.5,0,18.48,23.55,13.42,
2010 / 06,Bronx,1385108,16.8,2.2,56,0,23.7,28.42,18.98,
2010 / 07,Bronx,1385108,16.8,2.1,66,0,27.41,32.27,22.54,
2010 / 08,Bronx,1385108,16.8,2.3,105.2,0,25.23,29.59,20.87,
2010 / 09,Bronx,1385108,16.8,2.4,93.2,0,21.7,25.96,17.44,
2010 / 10,Bronx,1385108,16.8,2.8,124.8,0,14.52,18.36,10.68,
2010 / 11,Bronx,1385108,16.8,2.8,54.6,0,8.83,11.99,5.66,
2010 / 12,Bronx,1385108,16.8,3.7,107.8,511,0.43,3.15,-2.3,
2010 / 01,Brooklyn,2552911,30.97,3.4,53,53,0.29,3.37,-2.79,
2010 / 02,Brooklyn,2552911,30.97,3.6,170.1,937,0.62,3.26,-2.02,
2010 / 03,Brooklyn,2552911,30.97,3.6,271.5,0,9,12.78,5.21,
2010 / 04,Brooklyn,2552911,30.97,2.8,76,0,14.37,19.61,9.13,
2010 / 05,Brooklyn,2552911,30.97,2.5,76.5,0,18.48,23.55,13.42,
2010 / 06,Brooklyn,2552911,30.97,2.2,56,0,23.7,28.42,18.98,
2010 / 07,Brooklyn,2552911,30.97,2.1,66,0,27.41,32.27,22.54,
2010 / 08,Brooklyn,2552911,30.97,2.3,105.2,0,25.23,29.59,20.87,
2010 / 09,Brooklyn,2552911,30.97,2.4,93.2,0,21.7,25.96,17.44,
2010 / 10,Brooklyn,2552911,30.97,2.8,124.8,0,14.52,18.36,10.68,
2010 / 11,Brooklyn,2552911,30.97,2.8,54.6,0,8.83,11.99,5.66,
2010 / 12,Brooklyn,2552911,30.97,3.7,107.8,511,0.43,3.15,-2.3,
2010 / 01,Manhattan,1585873,19.24,3.4,53,53,0.29,3.37,-2.79,
2010 / 02,Manhattan,1585873,19.24,3.6,170.1,937,0.62,3.26,-2.02,
2010 / 03,Manhattan,1585873,19.24,3.6,271.5,0,9,12.78,5.21,
2010 / 04,Manhattan,1585873,19.24,2.8,76,0,14.37,19.61,9.13,
2010 / 05,Manhattan,1585873,19.24,2.5,76.5,0,18.48,23.55,13.42,
2010 / 06,Manhattan,1585873,19.24,2.2,56,0,23.7,28.42,18.98,
2010 / 07,Manhattan,1585873,19.24,2.1,66,0,27.41,32.27,22.54,
2010 / 08,Manhattan,1585873,19.24,2.3,105.2,0,25.23,29.59,20.87,
2010 / 09,Manhattan,1585873,19.24,2.4,93.2,0,21.7,25.96,17.44,
2010 / 10,Manhattan,1585873,19.24,2.8,124.8,0,14.52,18.36,10.68,
2010 / 11,Manhattan,1585873,19.24,2.8,54.6,0,8.83,11.99,5.66,
2010 / 12,Manhattan,1585873,19.24,3.7,107.8,511,0.43,3.15,-2.3,
2010 / 01,Queens,2250002,27.3,3.4,53,53,0.29,3.37,-2.79,
2010 / 02,Queens,2250002,27.3,3.6,170.1,937,0.62,3.26,-2.02,
2010 / 03,Queens,2250002,27.3,3.6,271.5,0,9,12.78,5.21,
2010 / 04,Queens,2250002,27.3,2.8,76,0,14.37,19.61,9.13,
2010 / 05,Queens,2250002,27.3,2.5,76.5,0,18.48,23.55,13.42,
2010 / 06,Queens,2250002,27.3,2.2,56,0,23.7,28.42,18.98,
2010 / 07,Queens,2250002,27.3,2.1,66,0,27.41,32.27,22.54,
2010 / 08,Queens,2250002,27.3,2.3,105.2,0,25.23,29.59,20.87,
2010 / 09,Queens,2250002,27.3,2.4,93.2,0,21.7,25.96,17.44,
2010 / 10,Queens,2250002,27.3,2.8,124.8,0,14.52,18.36,10.68,
2010 / 11,Queens,2250002,27.3,2.8,54.6,0,8.83,11.99,5.66,
2010 / 12,Queens,2250002,27.3,3.7,107.8,511,0.43,3.15,-2.3,
2010 / 01,Staten Island,468730,5.69,3.4,53,53,0.29,3.37,-2.79,
2010 / 02,Staten Island,468730,5.69,3.6,170.1,937,0.62,3.26,-2.02,
2010 / 03,Staten Island,468730,5.69,3.6,271.5,0,9,12.78,5.21,
2010 / 04,Staten Island,468730,5.69,2.8,76,0,14.37,19.61,9.13,
2010 / 05,Staten Island,468730,5.69,2.5,76.5,0,18.48,23.55,13.42,
2010 / 06,Staten Island,468730,5.69,2.2,56,0,23.7,28.42,18.98,
2010 / 07,Staten Island,468730,5.69,2.1,66,0,27.41,32.27,22.54,
2010 / 08,Staten Island,468730,5.69,2.3,105.2,0,25.23,29.59,20.87,
2010 / 09,Staten Island,468730,5.69,2.4,93.2,0,21.7,25.96,17.44,
2010 / 10,Staten Island,468730,5.69,2.8,124.8,0,14.52,18.36,10.68,
2010 / 11,Staten Island,468730,5.69,2.8,54.6,0,8.83,11.99,5.66,
2010 / 12,Staten Island,468730,5.69,3.7,107.8,511,0.43,3.15,-2.3,
2011 / 01,Bronx,1385108,16.8,2.9,125.5,913,-1.29,1.53,-4.1,
2011 / 02,Bronx,1385108,16.8,3.5,88.1,122,2.24,6.52,-2.04,
2011 / 03,Bronx,1385108,16.8,3.4,157.3,25,5.73,9.96,1.5,
2011 / 04,Bronx,1385108,16.8,3.3,136.1,0,12.38,16.99,7.77,
2011 / 05,Bronx,1385108,16.8,2.5,129.8,0,18.05,22.42,13.67,
2011 / 06,Bronx,1385108,16.8,2.1,82.7,0,22.4,26.79,18.01,
2011 / 07,Bronx,1385108,16.8,1.9,77,0,26.81,31.6,22.01,
2011 / 08,Bronx,1385108,16.8,2,481.3,0,24.04,28.28,19.8,
2011 / 09,Bronx,1385108,16.8,2,238.6,0,21.13,24.57,17.69,
2011 / 10,Bronx,1385108,16.8,2.4,154.7,74,13.94,17.65,10.23,
2011 / 11,Bronx,1385108,16.8,2.5,77.4,0,11.04,14.74,7.35,
2011 / 12,Bronx,1385108,16.8,2.6,101.8,0,6.28,9.85,2.7,
2011 / 01,Brooklyn,2552911,30.97,2.9,125.5,913,-1.29,1.53,-4.1,
2011 / 02,Brooklyn,2552911,30.97,3.5,88.1,122,2.24,6.52,-2.04,
2011 / 03,Brooklyn,2552911,30.97,3.4,157.3,25,5.73,9.96,1.5,
2011 / 04,Brooklyn,2552911,30.97,3.3,136.1,0,12.38,16.99,7.77,
2011 / 05,Brooklyn,2552911,30.97,2.5,129.8,0,18.05,22.42,13.67,
2011 / 06,Brooklyn,2552911,30.97,2.1,82.7,0,22.4,26.79,18.01,
2011 / 07,Brooklyn,2552911,30.97,1.9,77,0,26.81,31.6,22.01,
2011 / 08,Brooklyn,2552911,30.97,2,481.3,0,24.04,28.28,19.8,
2011 / 09,Brooklyn,2552911,30.97,2,238.6,0,21.13,24.57,17.69,
2011 / 10,Brooklyn,2552911,30.97,2.4,154.7,74,13.94,17.65,10.23,
2011 / 11,Brooklyn,2552911,30.97,2.5,77.4,0,11.04,14.74,7.35,
2011 / 12,Brooklyn,2552911,30.97,2.6,101.8,0,6.28,9.85,2.7,
2011 / 01,Manhattan,1585873,19.24,2.9,125.5,913,-1.29,1.53,-4.1,
2011 / 02,Manhattan,1585873,19.24,3.5,88.1,122,2.24,6.52,-2.04,
2011 / 03,Manhattan,1585873,19.24,3.4,157.3,25,5.73,9.96,1.5,
2011 / 04,Manhattan,1585873,19.24,3.3,136.1,0,12.38,16.99,7.77,
2011 / 05,Manhattan,1585873,19.24,2.5,129.8,0,18.05,22.42,13.67,
2011 / 06,Manhattan,1585873,19.24,2.1,82.7,0,22.4,26.79,18.01,
